Día de compra,Fecha de compra,Hora de compra,Comprado por,Contacto,Membresía,Frecuencia,Días de prueba,Auto renovaciones,Renovaciones pagadas,Día de inicio del último ciclo,Fecha de inicio del último ciclo,Hora de inicio del último ciclo,Día de fin del último ciclo,Fecha de fin del último ciclo,Hora de fin del último ciclo,Estado,Cancelado por,Ganancia,Método de pago,Origen de pago,Origen,Nombre del origen
Tuesday,2024-07-26,20:24:42,Cliente 13,+525345388315,Básica,Anual,7,Sí,6,Monday,2024-09-04,13:58:00,Friday,2021-12-13,19:43:01,Cancelado,,,PayPal,Tienda física,Campaña publicitaria,Amigo
Monday,2023-08-05,09:13:21,Cliente 237,+523050902528,Básica,Mensual,30,No,2,Friday,2020-07-05,14:05:38,Saturday,2020-03-16,06:46:05,Cancelado,,$671.28,PayPal,Online,Campaña publicitaria,
Friday,2024-03-09,14:49:51,Cliente 10,+524128059468,Premium,Semanal,14,Sí,3,Thursday,2024-04-18,03:48:34,Sunday,2024-12-15,02:46:52,Cancelado,,,PayPal,Online,Recomendación,
Thursday,2024-07-02,09:38:06,Cliente 439,+525738040509,Básica,Semanal,7,No,8,Monday,2024-08-07,06:31:37,Friday,2021-06-22,16:54:51,Inactivo,,$948.45,Tarjeta de crédito,Online,Campaña publicitaria,Amigo
Sunday,2024-01-17,05:09:26,Cliente 35,+521897628731,Básica,Mensual,14,No,1,Wednesday,2024-09-28,08:24:19,Thursday,2021-07-17,03:30:19,Inactivo,Cliente 212,$102.64,PayPal,Online,Recomendación,Facebook
Wednesday,2021-11-03,09:58:42,Cliente 119,+524334864885,Premium,Semanal,30,Sí,2,Saturday,2020-06-21,10:30:17,Saturday,2024-06-28,06:49:45,Activo,,,Tarjeta de crédito,Online,Campaña publicitaria,Amigo
Thursday,2021-08-04,17:16:26,Cliente 13,+527491363946,VIP,Anual,30,No,10,Monday,2020-01-19,03:42:30,Thursday,2024-06-30,04:06:40,Cancelado,Cliente 424,,Tarjeta de crédito,Online,,Facebook
Thursday,2020-04-10,22:05:46,Cliente 65,+526069587951,Básica,Anual,14,Sí,3,Thursday,2021-05-03,14:46:24,Tuesday,2020-11-03,13:34:10,Activo,,$363.30,Tarjeta de crédito,Tienda física,,Google Ads
Sunday,2021-06-08,06:42:52,Cliente 203,+521320021379,Premium,Semanal,7,No,7,Monday,2023-01-05,16:42:24,Saturday,2022-07-09,22:24:18,Inactivo,Cliente 321,,Transferencia bancaria,Tienda física,Recomendación,Google Ads
Saturday,2024-01-20,15:46:05,Cliente 401,+527223749160,Premium,Anual,14,No,2,Tuesday,2020-02-15,23:59:14,Friday,2023-04-25,12:14:45,Cancelado,Cliente 293,$761.81,Transferencia bancaria,Tienda física,,
Sunday,2024-09-17,20:45:43,Cliente 126,+527357003047,VIP,Mensual,7,Sí,1,Sunday,2023-04-02,21:41:43,Monday,2022-08-06,01:45:18,Cancelado,Cliente 311,,Tarjeta de crédito,Online,Campaña publicitaria,Facebook
Thursday,2021-04-12,01:06:03,Cliente 121,+528084593226,Básica,Mensual,7,No,2,Tuesday,2022-09-07,15:46:25,Monday,2021-04-30,17:55:13,Inactivo,Cliente 160,$480.26,Tarjeta de crédito,Online,Campaña publicitaria,
Saturday,2022-07-11,01:55:01,Cliente 485,+529510361730,VIP,Anual,7,Sí,6,Friday,2021-01-23,00:07:05,Sunday,2024-09-02,10:39:18,Cancelado,,$176.22,Transferencia bancaria,Online,Campaña publicitaria,Amigo
Sunday,2020-01-06,15:52:59,Cliente 284,+522572006226,Básica,Anual,7,No,6,Monday,2021-02-05,20:34:14,Wednesday,2024-01-02,03:42:50,Inactivo,,$902.05,Tarjeta de crédito,Online,Campaña publicitaria,Amigo
Monday,2024-11-21,11:27:05,Cliente 201,+525086720373,Básica,Anual,14,No,2,Friday,2024-12-29,12:42:34,Thursday,2020-11-13,21:56:43,Cancelado,,$134.59,PayPal,Online,Campaña publicitaria,Google Ads
Saturday,2022-01-31,11:41:37,Cliente 105,+529314621866,Básica,Mensual,14,Sí,3,Wednesday,2020-11-19,17:41:41,Sunday,2023-01-26,13:21:22,Cancelado,,,PayPal,Online,Campaña publicitaria,Amigo
Sunday,2023-06-15,08:19:15,Cliente 68,+527356779601,VIP,Mensual,7,Sí,9,Wednesday,2022-05-01,07:32:46,Thursday,2020-10-12,06:20:20,Cancelado,Cliente 183,,Transferencia bancaria,Tienda física,,
Tuesday,2022-01-18,19:23:17,Cliente 5,+525154574453,VIP,Mensual,14,No,2,Thursday,2024-08-27,17:46:43,Monday,2023-08-23,23:41:44,Activo,,,Tarjeta de crédito,Tienda física,Campaña publicitaria,
Friday,2024-10-31,05:42:51,Cliente 6,+529375863610,Premium,Anual,7,No,9,Monday,2021-05-16,06:37:19,Tuesday,2020-04-20,21:54:08,Activo,Cliente 73,$914.76,PayPal,Tienda física,Campaña publicitaria,
Thursday,2022-01-31,22:37:19,Cliente 78,+526938505012,Premium,Anual,7,Sí,7,Tuesday,2020-02-26,09:32:37,Wednesday,2021-01-04,05:37:15,Activo,Cliente 424,,Transferencia bancaria,Tienda física,Campaña publicitaria,Google Ads
Monday,2021-10-15,02:59:32,Cliente 351,+529890592242,VIP,Anual,30,No,2,Wednesday,2021-01-04,11:19:56,Thursday,2022-03-24,01:53:05,Inactivo,,$238.18,Tarjeta de crédito,Tienda física,Recomendación,Amigo
Tuesday,2020-06-08,12:43:40,Cliente 35,+529881941577,VIP,Mensual,7,Sí,2,Tuesday,2020-10-03,11:24:09,Tuesday,2020-11-08,03:05:49,Cancelado,,$380.70,PayPal,Tienda física,Campaña publicitaria,
Tuesday,2020-05-31,17:38:54,Cliente 437,+525545014313,Básica,Anual,7,Sí,2,Wednesday,2022-05-20,01:53:56,Thursday,2022-01-22,12:07:50,Activo,,$489.43,Tarjeta de crédito,Tienda física,Campaña publicitaria,Google Ads
Tuesday,2024-10-04,05:50:00,Cliente 441,+528755826497,Premium,Semanal,7,Sí,6,Wednesday,2021-05-09,08:30:06,Wednesday,2024-03-24,03:44:35,Activo,,,Tarjeta de crédito,Tienda física,,Google Ads
Friday,2023-11-03,18:03:29,Cliente 337,+522588193581,Premium,Semanal,7,No,1,Friday,2020-04-29,07:28:00,Friday,2021-07-18,23:01:24,Activo,Cliente 439,,Tarjeta de crédito,Tienda física,Recomendación,
Monday,2021-06-26,03:22:32,Cliente 397,+522449749791,VIP,Mensual,14,No,3,Wednesday,2024-07-11,08:51:51,Monday,2021-12-20,05:57:20,Inactivo,Cliente 120,$428.19,Tarjeta de crédito,Tienda física,,Amigo
Tuesday,2022-11-27,10:50:45,Cliente 16,+529971996397,Básica,Semanal,7,Sí,1,Monday,2023-11-01,11:07:13,Friday,2024-05-06,01:09:44,Cancelado,Cliente 412,$890.39,Transferencia bancaria,Tienda física,,Google Ads
Thursday,2021-07-10,10:18:15,Cliente 252,+523257011650,Premium,Mensual,14,Sí,4,Thursday,2022-10-04,22:08:35,Monday,2021-07-09,06:35:45,Cancelado,Cliente 229,,PayPal,Online,Recomendación,Amigo
Monday,2024-03-30,21:12:28,Cliente 328,+524272075256,Premium,Anual,7,No,4,Thursday,2020-12-19,21:15:55,Tuesday,2024-11-15,09:05:40,Inactivo,Cliente 284,,Transferencia bancaria,Online,Recomendación,Amigo
Friday,2024-08-01,16:55:37,Cliente 440,+528622483924,Premium,Mensual,14,Sí,1,Friday,2023-10-31,16:24:24,Tuesday,2022-02-28,12:17:41,Cancelado,Cliente 305,,PayPal,Tienda física,Recomendación,Amigo
Wednesday,2022-04-05,11:39:15,Cliente 425,+526760496253,Básica,Anual,30,Sí,8,Tuesday,2020-10-21,11:48:57,Monday,2021-06-22,23:52:21,Cancelado,,$379.16,PayPal,Tienda física,Recomendación,
Tuesday,2020-09-30,22:18:21,Cliente 299,+522807453798,VIP,Semanal,14,No,3,Wednesday,2023-04-05,15:23:56,Sunday,2022-12-14,18:55:43,Activo,Cliente 500,,Transferencia bancaria,Tienda física,Recomendación,Amigo
Monday,2022-10-04,10:42:34,Cliente 379,+526245453205,VIP,Anual,7,Sí,9,Thursday,2023-06-03,19:17:36,Friday,2023-09-06,21:46:37,Cancelado,Cliente 112,$544.33,Transferencia bancaria,Online,Recomendación,
Saturday,2020-01-16,04:54:36,Cliente 18,+529567927771,Básica,Mensual,14,Sí,2,Friday,2024-05-16,05:11:35,Wednesday,2023-01-11,07:43:28,Cancelado,,$132.68,Tarjeta de crédito,Tienda física,Recomendación,
Monday,2021-07-01,18:08:16,Cliente 455,+523450267362,VIP,Semanal,14,No,0,Wednesday,2021-02-09,15:39:14,Tuesday,2022-09-29,00:31:59,Activo,,$250.68,Tarjeta de crédito,Online,,Facebook
Saturday,2022-03-16,20:03:09,Cliente 27,+527031610111,VIP,Anual,7,No,10,Thursday,2024-08-08,14:52:05,Tuesday,2024-10-29,23:37:00,Activo,Cliente 82,$858.31,PayPal,Tienda física,Recomendación,Amigo
Wednesday,2023-08-17,08:20:42,Cliente 322,+524637652081,Premium,Semanal,30,No,7,Thursday,2024-05-04,08:44:24,Saturday,2023-06-23,01:45:01,Inactivo,Cliente 421,$794.84,Tarjeta de crédito,Online,,
Wednesday,2024-02-06,12:50:17,Cliente 281,+524843136063,Básica,Semanal,30,No,0,Monday,2024-01-05,09:26:07,Tuesday,2022-11-07,07:39:02,Inactivo,,$440.10,PayPal,Tienda física,Recomendación,Facebook
Monday,2023-10-24,21:14:35,Cliente 302,+526960560586,Básica,Mensual,30,Sí,1,Friday,2021-08-09,08:18:18,Tuesday,2020-02-24,00:46:19,Cancelado,Cliente 317,$968.02,Transferencia bancaria,Tienda física,Campaña publicitaria,Facebook
Tuesday,2020-08-05,04:15:22,Cliente 364,+521796261002,Básica,Anual,7,Sí,6,Monday,2022-10-16,22:58:32,Thursday,2023-07-22,16:40:15,Activo,,,Transferencia bancaria,Tienda física,Campaña publicitaria,Facebook
Saturday,2022-02-23,04:38:07,Cliente 348,+527668154872,Premium,Semanal,7,Sí,10,Friday,2021-11-06,07:05:28,Wednesday,2024-11-10,14:53:04,Inactivo,Cliente 45,,PayPal,Tienda física,Campaña publicitaria,Facebook
Monday,2024-05-02,03:37:50,Cliente 437,+522744624606,VIP,Anual,30,Sí,6,Wednesday,2020-06-06,16:05:41,Tuesday,2021-01-25,17:49:46,Inactivo,,$749.31,Tarjeta de crédito,Tienda física,Recomendación,Google Ads
Tuesday,2020-06-08,09:00:02,Cliente 414,+527463691926,Básica,Mensual,30,Sí,7,Friday,2021-08-28,11:57:20,Sunday,2022-12-14,13:40:31,Inactivo,Cliente 52,,Tarjeta de crédito,Online,Campaña publicitaria,Facebook
Tuesday,2022-12-27,01:27:21,Cliente 136,+527688030819,VIP,Semanal,14,Sí,6,Saturday,2020-02-02,20:35:21,Saturday,2024-12-23,08:13:05,Activo,,,PayPal,Online,Campaña publicitaria,Amigo
Saturday,2023-04-22,06:18:29,Cliente 105,+523800049864,VIP,Anual,14,No,0,Thursday,2022-12-13,11:45:00,Wednesday,2022-04-30,01:25:39,Cancelado,Cliente 416,,Transferencia bancaria,Online,,Facebook
Sunday,2021-07-21,12:47:25,Cliente 72,+527348675663,Premium,Anual,14,No,10,Saturday,2023-06-12,20:05:29,Sunday,2023-06-05,03:26:00,Inactivo,,$476.48,Tarjeta de crédito,Online,Campaña publicitaria,
Saturday,2023-08-04,23:40:32,Cliente 398,+525152724446,Premium,Anual,7,No,8,Thursday,2024-11-08,00:33:50,Tuesday,2022-07-09,20:19:03,Activo,Cliente 313,,PayPal,Tienda física,,Amigo
Tuesday,2020-09-15,00:04:16,Cliente 88,+525400461307,Básica,Semanal,30,Sí,3,Wednesday,2021-11-19,12:20:52,Thursday,2021-04-11,18:54:12,Activo,Cliente 325,$421.59,Tarjeta de crédito,Online,Campaña publicitaria,
Saturday,2024-06-28,18:57:29,Cliente 294,+529611773105,VIP,Anual,30,Sí,2,Thursday,2020-07-26,17:21:52,Friday,2024-02-24,16:01:32,Cancelado,Cliente 247,,Transferencia bancaria,Online,Campaña publicitaria,Facebook
Saturday,2021-03-05,22:26:06,Cliente 349,+521815451892,VIP,Anual,30,No,9,Friday,2020-11-23,03:46:12,Sunday,2021-02-10,02:20:37,Inactivo,Cliente 207,$694.65,PayPal,Online,Campaña publicitaria,Google Ads
Saturday,2022-02-22,17:21:56,Cliente 258,+521947790480,Básica,Mensual,14,Sí,7,Sunday,2023-12-20,05:44:05,Saturday,2022-09-25,06:40:23,Activo,Cliente 27,,Transferencia bancaria,Tienda física,Campaña publicitaria,Google Ads
Friday,2023-03-08,05:16:18,Cliente 276,+524546931528,Básica,Anual,7,Sí,4,Wednesday,2020-03-10,01:24:59,Friday,2022-03-29,05:25:28,Activo,Cliente 68,,PayPal,Online,Campaña publicitaria,Google Ads
Wednesday,2023-07-22,20:07:26,Cliente 379,+528385549212,VIP,Mensual,14,No,9,Sunday,2023-10-10,19:58:09,Saturday,2021-02-20,19:35:01,Inactivo,,$215.55,Tarjeta de crédito,Online,Recomendación,
Friday,2022-07-06,17:05:36,Cliente 442,+525838246136,VIP,Semanal,30,Sí,0,Wednesday,2021-06-22,21:37:31,Wednesday,2023-12-07,07:29:42,Cancelado,,$636.30,PayPal,Online,,
Thursday,2024-12-05,23:50:27,Cliente 440,+528983317757,Premium,Semanal,7,No,2,Tuesday,2024-12-16,14:10:05,Sunday,2024-10-11,03:22:01,Inactivo,,,Transferencia bancaria,Tienda física,,Amigo
Wednesday,2023-09-23,14:24:11,Cliente 485,+524750062899,Básica,Mensual,14,No,9,Saturday,2023-01-12,06:51:34,Saturday,2021-10-20,07:57:17,Cancelado,Cliente 102,$596.24,Transferencia bancaria,Tienda física,Recomendación,Facebook
Saturday,2024-02-17,21:36:18,Cliente 152,+529532950121,VIP,Semanal,30,Sí,3,Wednesday,2021-04-11,18:45:29,Monday,2024-03-02,18:17:32,Cancelado,Cliente 21,$259.67,Transferencia bancaria,Tienda física,,
Monday,2024-01-26,01:39:32,Cliente 298,+523166450938,Básica,Semanal,30,Sí,1,Tuesday,2022-04-29,14:20:22,Saturday,2023-04-13,17:45:07,Inactivo,Cliente 5,$755.26,Tarjeta de crédito,Tienda física,Campaña publicitaria,Google Ads
Tuesday,2023-07-18,11:37:51,Cliente 205,+524130674014,Básica,Semanal,7,Sí,1,Sunday,2020-11-13,03:02:29,Friday,2021-08-22,07:58:53,Inactivo,Cliente 204,,Tarjeta de crédito,Tienda física,,Facebook
Thursday,2021-08-15,05:57:30,Cliente 255,+522374040570,Básica,Mensual,7,No,2,Friday,2022-10-24,18:18:12,Monday,2024-01-06,14:45:29,Inactivo,,,Tarjeta de crédito,Tienda física,Recomendación,Amigo
Thursday,2020-04-07,06:04:28,Cliente 340,+528224423070,VIP,Mensual,14,Sí,3,Monday,2023-05-11,22:57:31,Monday,2020-12-06,10:07:10,Cancelado,,,Tarjeta de crédito,Tienda física,Campaña publicitaria,Amigo
Friday,2024-10-10,12:26:07,Cliente 246,+521865947701,Premium,Semanal,7,Sí,7,Wednesday,2024-12-20,09:32:31,Monday,2020-06-18,20:51:00,Inactivo,Cliente 21,,PayPal,Online,,Facebook
Friday,2024-03-10,14:25:42,Cliente 423,+521411157113,Premium,Anual,7,No,4,Monday,2024-05-10,12:29:20,Saturday,2023-03-01,04:48:59,Activo,Cliente 403,,Tarjeta de crédito,Tienda física,Campaña publicitaria,Facebook
Saturday,2023-03-28,20:36:56,Cliente 24,+528443353181,VIP,Semanal,30,Sí,2,Monday,2021-05-26,19:49:20,Sunday,2021-06-12,00:47:19,Inactivo,Cliente 461,,Transferencia bancaria,Tienda física,,
Monday,2020-07-09,11:11:16,Cliente 493,+521649005764,Básica,Semanal,30,Sí,1,Thursday,2023-04-14,16:05:25,Wednesday,2021-09-13,18:59:40,Cancelado,Cliente 437,$620.94,Transferencia bancaria,Online,Campaña publicitaria,
Sunday,2023-01-20,07:01:49,Cliente 303,+526886767423,VIP,Mensual,14,Sí,1,Friday,2023-06-05,15:10:42,Wednesday,2020-06-29,17:41:42,Activo,,$998.71,PayPal,Tienda física,Recomendación,Google Ads
Sunday,2020-12-07,06:30:26,Cliente 84,+526129309935,Básica,Anual,30,No,3,Thursday,2020-10-21,08:17:26,Thursday,2022-08-03,02:17:02,Activo,Cliente 365,$257.31,PayPal,Tienda física,Campaña publicitaria,Google Ads
Monday,2023-06-05,23:36:19,Cliente 258,+524382459445,Premium,Semanal,14,No,5,Saturday,2020-08-27,20:24:48,Saturday,2021-10-31,11:21:55,Cancelado,,$767.22,Transferencia bancaria,Online,,Google Ads
Wednesday,2021-10-03,22:57:42,Cliente 81,+522556012684,Básica,Anual,30,No,10,Thursday,2022-04-30,07:52:32,Saturday,2022-11-26,03:42:02,Activo,Cliente 77,,PayPal,Tienda física,,Amigo
Friday,2023-06-19,22:24:40,Cliente 120,+529082407268,Básica,Mensual,30,No,3,Thursday,2023-09-03,18:39:11,Wednesday,2022-06-22,13:51:20,Cancelado,Cliente 107,,Transferencia bancaria,Online,,Facebook
Thursday,2021-02-06,02:06:04,Cliente 392,+527077926243,VIP,Mensual,14,Sí,10,Sunday,2023-07-27,15:11:33,Sunday,2021-04-22,22:36:44,Inactivo,,,Transferencia bancaria,Tienda física,Campaña publicitaria,
Sunday,2020-04-02,04:18:40,Cliente 102,+524856160514,Básica,Anual,30,Sí,9,Monday,2024-08-16,04:08:43,Monday,2020-09-02,12:45:09,Cancelado,,$977.74,PayPal,Tienda física,,Facebook
Thursday,2022-07-17,14:58:40,Cliente 497,+521617738840,Premium,Mensual,30,Sí,7,Friday,2024-01-20,19:26:02,Monday,2023-09-07,14:54:58,Activo,,$502.47,Tarjeta de crédito,Tienda física,Campaña publicitaria,Google Ads
Friday,2023-10-05,19:51:41,Cliente 282,+524935586890,VIP,Anual,7,Sí,3,Sunday,2022-12-04,19:20:08,Sunday,2023-09-27,06:10:32,Cancelado,,,Transferencia bancaria,Tienda física,Campaña publicitaria,Google Ads
Thursday,2023-06-02,18:08:07,Cliente 92,+527854507716,Premium,Semanal,7,No,3,Thursday,2024-03-22,22:39:26,Sunday,2024-11-18,00:46:59,Cancelado,,$811.72,Tarjeta de crédito,Online,Recomendación,Google Ads
Tuesday,2023-09-03,10:33:44,Cliente 173,+526320519625,Premium,Anual,30,No,9,Tuesday,2021-02-10,20:39:27,Saturday,2021-02-27,20:59:08,Cancelado,,$850.13,PayPal,Tienda física,Campaña publicitaria,Google Ads
Sunday,2022-02-26,00:12:06,Cliente 123,+529276489619,Básica,Semanal,7,Sí,5,Friday,2022-06-05,00:00:34,Saturday,2022-07-28,01:46:54,Activo,,,Transferencia bancaria,Tienda física,Campaña publicitaria,Facebook
Monday,2022-12-21,01:41:22,Cliente 385,+526085543810,Básica,Mensual,7,Sí,10,Tuesday,2021-04-29,02:25:34,Thursday,2024-08-25,08:07:44,Inactivo,,$854.85,PayPal,Tienda física,Campaña publicitaria,Facebook
Sunday,2022-11-05,22:46:11,Cliente 103,+523895138642,VIP,Semanal,7,No,7,Saturday,2022-10-04,22:08:21,Monday,2022-01-04,17:27:01,Inactivo,,,PayPal,Tienda física,Recomendación,Amigo
Sunday,2024-04-25,07:39:10,Cliente 315,+528743037509,VIP,Anual,30,No,6,Sunday,2022-05-11,21:33:09,Sunday,2020-11-08,23:53:28,Inactivo,Cliente 66,,Transferencia bancaria,Tienda física,Recomendación,Google Ads
Sunday,2023-02-04,14:41:49,Cliente 221,+525309238088,Premium,Semanal,30,No,9,Thursday,2020-08-12,12:19:47,Wednesday,2022-08-27,02:23:34,Activo,Cliente 287,$425.68,Tarjeta de crédito,Tienda física,Recomendación,Facebook
Thursday,2023-10-14,14:15:55,Cliente 31,+528057275896,Premium,Anual,30,No,3,Monday,2020-04-23,07:01:02,Sunday,2023-01-26,14:27:33,Inactivo,,$162.53,PayPal,Tienda física,,Google Ads
Friday,2023-01-06,22:51:39,Cliente 272,+529936850341,Básica,Mensual,14,No,1,Monday,2023-04-29,12:02:33,Friday,2020-11-22,04:25:51,Cancelado,,,Tarjeta de crédito,Tienda física,,Amigo
Tuesday,2021-04-01,09:15:07,Cliente 368,+528703245704,Básica,Anual,7,No,0,Tuesday,2020-12-25,14:18:15,Tuesday,2023-09-30,22:29:50,Activo,Cliente 49,$229.79,Transferencia bancaria,Tienda física,Campaña publicitaria,
Wednesday,2021-11-24,03:16:49,Cliente 69,+524206472968,Premium,Anual,30,Sí,8,Saturday,2022-07-22,11:45:58,Tuesday,2024-01-13,09:31:27,Activo,Cliente 349,,Transferencia bancaria,Tienda física,Campaña publicitaria,Google Ads
Tuesday,2022-03-18,13:52:18,Cliente 148,+526622766704,Premium,Mensual,7,Sí,7,Thursday,2021-04-06,03:50:47,Friday,2023-06-27,22:31:45,Inactivo,,$768.88,Transferencia bancaria,Online,,Amigo
Monday,2020-02-17,01:02:08,Cliente 436,+523167381663,Básica,Anual,30,No,0,Tuesday,2020-12-12,12:11:11,Wednesday,2020-01-29,15:35:43,Inactivo,,$880.66,Transferencia bancaria,Online,Recomendación,Google Ads
Friday,2023-02-17,14:36:04,Cliente 161,+522091873172,Básica,Semanal,7,No,4,Saturday,2024-07-11,07:04:57,Monday,2022-07-19,08:39:54,Activo,Cliente 45,$699.02,Transferencia bancaria,Online,Recomendación,Google Ads
Thursday,2024-07-14,16:23:02,Cliente 132,+529201722065,Premium,Semanal,14,Sí,2,Thursday,2023-02-19,10:01:33,Monday,2020-02-01,17:42:41,Inactivo,,$214.07,Transferencia bancaria,Tienda física,,
Tuesday,2024-02-15,06:40:43,Cliente 458,+527054546495,Premium,Anual,30,Sí,1,Thursday,2024-08-01,03:15:50,Monday,2020-10-13,18:31:49,Cancelado,,,Tarjeta de crédito,Online,Recomendación,Google Ads
Thursday,2020-08-21,05:13:55,Cliente 422,+523479152714,Básica,Mensual,14,Sí,4,Monday,2024-05-10,01:01:44,Saturday,2022-05-01,05:32:30,Inactivo,,$467.42,PayPal,Tienda física,,Google Ads
Tuesday,2022-04-04,02:41:34,Cliente 340,+525273131464,Premium,Mensual,30,Sí,9,Tuesday,2022-08-12,16:58:23,Tuesday,2021-10-20,21:22:25,Inactivo,,,Tarjeta de crédito,Online,Recomendación,Google Ads
Sunday,2022-05-28,18:23:36,Cliente 208,+525394074330,Premium,Anual,7,Sí,1,Sunday,2023-06-28,21:37:23,Wednesday,2020-03-21,03:29:32,Activo,Cliente 153,$233.73,Tarjeta de crédito,Online,Campaña publicitaria,
Sunday,2024-12-13,14:29:24,Cliente 97,+522222638260,VIP,Semanal,7,No,8,Saturday,2023-10-02,02:53:20,Friday,2024-10-03,20:09:34,Activo,,$840.29,PayPal,Tienda física,,
Wednesday,2023-01-28,11:10:30,Cliente 149,+527784918557,Premium,Anual,7,Sí,4,Thursday,2022-11-24,03:42:08,Wednesday,2020-08-11,09:45:18,Cancelado,Cliente 228,$414.91,Tarjeta de crédito,Online,Recomendación,Amigo
Tuesday,2022-06-06,18:04:20,Cliente 246,+528830596431,Premium,Mensual,7,No,6,Sunday,2021-02-22,07:33:26,Sunday,2024-04-19,19:13:14,Cancelado,Cliente 429,,Tarjeta de crédito,Tienda física,Campaña publicitaria,
Tuesday,2022-08-18,21:14:42,Cliente 163,+522727835777,Premium,Semanal,30,No,0,Saturday,2023-12-11,11:25:34,Friday,2020-02-27,20:58:27,Cancelado,Cliente 419,,PayPal,Online,Recomendación,Google Ads
Saturday,2024-06-25,15:43:31,Cliente 316,+528468809677,Básica,Mensual,14,No,8,Tuesday,2021-02-05,14:37:14,Monday,2020-09-06,13:59:47,Activo,Cliente 188,,Tarjeta de crédito,Online,Recomendación,
Thursday,2024-11-10,17:52:49,Cliente 245,+526100481656,Premium,Semanal,14,Sí,3,Wednesday,2020-03-02,12:56:49,Sunday,2020-09-05,04:38:47,Inactivo,,$208.36,Tarjeta de crédito,Tienda física,Campaña publicitaria,Facebook
Tuesday,2023-10-31,22:13:10,Cliente 172,+521685725731,Básica,Semanal,30,Sí,7,Wednesday,2023-06-18,07:07:44,Tuesday,2020-05-18,13:54:49,Inactivo,,$206.45,Tarjeta de crédito,Online,Recomendación,
Sunday,2024-09-16,21:43:28,Cliente 137,+529104954890,Básica,Mensual,7,No,9,Monday,2024-06-27,12:15:45,Sunday,2020-11-08,04:57:24,Inactivo,,,PayPal,Online,Campaña publicitaria,
Sunday,2022-05-13,04:41:23,Cliente 217,+526655962806,VIP,Anual,7,Sí,5,Wednesday,2024-10-29,00:31:51,Monday,2023-10-15,00:43:48,Inactivo,,$217.13,Tarjeta de crédito,Tienda física,Recomendación,
Monday,2020-08-10,03:33:16,Cliente 477,+522145407227,Premium,Mensual,7,No,0,Tuesday,2022-10-09,15:30:31,Thursday,2021-03-14,23:11:22,Activo,,$744.87,Tarjeta de crédito,Online,,
Tuesday,2020-02-15,01:23:04,Cliente 76,+526126082906,Premium,Mensual,7,No,6,Friday,2020-04-12,08:44:01,Sunday,2024-03-13,19:55:54,Activo,,$995.68,Tarjeta de crédito,Tienda física,Recomendación,Facebook
Monday,2021-04-17,12:47:54,Cliente 131,+526249638422,Básica,Semanal,7,No,1,Thursday,2022-07-25,05:16:20,Wednesday,2024-10-22,15:30:41,Activo,Cliente 44,,PayPal,Tienda física,Campaña publicitaria,Amigo
Tuesday,2021-03-13,06:03:46,Cliente 76,+525518212414,Premium,Mensual,14,No,2,Saturday,2022-03-26,04:45:07,Monday,2021-10-15,17:44:03,Cancelado,,$184.82,PayPal,Online,Recomendación,Google Ads
Tuesday,2020-03-03,02:43:34,Cliente 101,+526213131297,Básica,Anual,7,No,5,Tuesday,2024-08-23,16:07:19,Thursday,2024-10-04,19:11:33,Cancelado,,$782.65,Transferencia bancaria,Online,Recomendación,Google Ads
Wednesday,2024-12-16,06:31:17,Cliente 220,+526224217842,Premium,Semanal,30,No,3,Monday,2021-02-21,22:10:56,Monday,2022-04-02,18:53:10,Inactivo,,$644.65,PayPal,Tienda física,Campaña publicitaria,Amigo
Sunday,2022-10-15,07:31:08,Cliente 69,+528201689251,Básica,Mensual,30,Sí,1,Friday,2024-04-25,05:50:11,Monday,2022-04-17,06:39:16,Activo,,$613.34,Tarjeta de crédito,Online,,Facebook
Friday,2021-03-07,07:03:58,Cliente 116,+523796466450,Premium,Mensual,7,Sí,10,Tuesday,2023-05-28,23:53:09,Sunday,2021-04-18,21:11:58,Inactivo,,,Transferencia bancaria,Tienda física,Recomendación,Facebook
Sunday,2023-04-20,17:58:57,Cliente 162,+528148420136,Básica,Anual,14,Sí,4,Saturday,2020-09-03,06:34:07,Tuesday,2021-06-09,00:49:51,Cancelado,Cliente 475,,Tarjeta de crédito,Online,Campaña publicitaria,Amigo
Tuesday,2023-07-27,03:47:00,Cliente 131,+521703433075,Premium,Anual,14,Sí,1,Monday,2023-11-12,11:08:20,Tuesday,2021-08-17,08:58:56,Cancelado,,,Transferencia bancaria,Online,Campaña publicitaria,
Thursday,2024-07-08,02:59:05,Cliente 217,+526319169877,Premium,Semanal,30,No,10,Friday,2022-08-02,04:30:31,Wednesday,2022-12-26,11:04:59,Inactivo,Cliente 183,,Transferencia bancaria,Online,,
Monday,2024-04-11,03:29:59,Cliente 147,+525224952368,VIP,Anual,7,Sí,6,Tuesday,2020-10-14,11:29:11,Saturday,2023-01-23,08:44:49,Cancelado,Cliente 474,$588.46,Transferencia bancaria,Online,Campaña publicitaria,Google Ads
Sunday,2020-08-22,06:25:46,Cliente 224,+521977266010,VIP,Semanal,14,Sí,1,Wednesday,2020-07-12,07:15:33,Sunday,2022-05-20,02:48:23,Activo,,,PayPal,Online,Recomendación,
Thursday,2024-02-02,08:24:41,Cliente 324,+529705994643,Básica,Mensual,7,No,8,Tuesday,2022-09-10,15:56:45,Wednesday,2022-08-22,18:54:04,Activo,,,Tarjeta de crédito,Online,Campaña publicitaria,Facebook
